rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period
6846,12418418,K05971.01,,CANDIDATE,CANDIDATE,,0,0,0,0,493.30572
6847,12505590,K05972.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,449.87203
6848,12506986,K05973.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.93373
6849,10991431,K05851.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,322.221973
6850,11021266,K05852.01,,CANDIDATE,CANDIDATE,,0,0,0,0,235.413973
6851,11021676,K05853.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,366.68293
6852,11026582,K05854.01,,CANDIDATE,CANDIDATE,0.982,0,0,0,0,240.57135
6853,11036168,K05855.01,,CANDIDATE,CANDIDATE,0.858,0,0,0,0,217.792748
6854,11037818,K05856.01,Kepler-1638 b,CONFIRMED,CANDIDATE,0.848,0,0,0,0,259.34304
6855,11046723,K05857.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,388.0388485
6856,11046870,K05858.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,8.34410791
6857,12554212,K05974.01,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,4.76815507
6858,12645262,K05975.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,545.4562397
6859,12645761,K05976.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.709570339
6860,12690465,K05977.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,49.49059818
6861,12734110,K05978.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,364.18129
6862,12736658,K05980.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.855294909
6863,12835139,K05981.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,350.609298
6864,11069681,K05859.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,172.621943
6865,11072982,K05860.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,264.708077
6866,11073238,K05861.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,452.40428
6867,11076176,K05862.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.699985822
6868,11082795,K05864.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,35.9216912
6869,11090561,K05865.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,35.8726918
6870,11090926,K05866.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,102.300622
6871,11097752,K05867.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,359.8455
6872,11100170,K05869.01,,CANDIDATE,CANDIDATE,,0,0,0,0,114.406187
6873,11129145,K05870.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,132.114
6874,11145637,K05872.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,46.16051579
6875,11147785,K05873.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,217.170081
6876,11152511,K05874.01,,CANDIDATE,CANDIDATE,0.534,0,0,0,0,287.33114
6877,11176166,K05875.01,Kepler-1639 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.8788502
6878,11182213,K05876.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,189.456089
6879,11183752,K05877.01,,CANDIDATE,CANDIDATE,,0,0,0,0,230.358183
6880,11191364,K05878.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,211.54114
6881,11198419,K05879.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,88.523517
6882,11199233,K05880.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,386.2240091
6883,11251991,K05881.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,134.35872
6884,11298442,K05882.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,55.01469183
6885,11305417,K05883.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,198.781156
6886,11338918,K05884.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,588.63759
6887,11341266,K05886.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,284.87177
6888,11341314,K05887.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,9.8338474
6889,11348610,K05888.01,,CANDIDATE,CANDIDATE,,0,0,0,0,190.860818
6890,11351454,K05889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,374.41813
6891,11355925,K05890.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,263.30198
6892,11391512,K05891.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,370.31761
6893,11393633,K05893.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,405.6296
6894,11401845,K05894.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.080695116
6895,11407847,K05895.01,,CANDIDATE,CANDIDATE,0.949,0,0,0,0,11.8307724
6896,11414368,K05896.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,434.28175
6897,8355178,K06178.02,,CANDIDATE,CANDIDATE,,0,0,0,0,33.814176
6898,8374077,K06179.01,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,16.2957847
6899,8494783,K06180.01,,CANDIDATE,CANDIDATE,,0,0,0,0,28.201998
6900,8494783,K06180.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,58.92565
6901,8517303,K06181.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,24.0733775
6902,8590149,K06182.01,,CANDIDATE,CANDIDATE,0.56,0,0,0,0,19.2405821
6903,8590149,K06182.02,,CANDIDATE,CANDIDATE,,0,0,0,0,28.684308
6904,3559935,K00492.02,,CANDIDATE,CANDIDATE,,0,0,0,0,265.29617
6905,9285265,K03410.02,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,61.569765
6906,3559860,K03440.02,,FALSE POSITIVE,FALSE POSITIVE,0.094,1,0,0,0,58.940569
6907,5384713,K03444.04,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,14.1502311
6908,6364582,K03456.02,,CANDIDATE,CANDIDATE,,0,0,0,0,486.12702
6909,6525209,K03479.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.71029474
6910,6368175,K03503.02,,CANDIDATE,CANDIDATE,,0,0,0,0,31.8245304
6911,5471158,K03504.02,,CANDIDATE,CANDIDATE,,0,0,0,0,140.2440875
6912,10407086,K04568.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,48.04066636
6913,9947653,K04647.02,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,12.008552
6914,6527078,K04657.02,,CANDIDATE,CANDIDATE,0.969,0,0,0,0,10.4314847
6915,12416597,K04895.02,,CANDIDATE,CANDIDATE,,0,0,0,0,47.5571352
6916,2309587,K05982.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,1.838514245
6917,2445134,K05983.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,8.412008943
6918,2019477,K06093.02,,CANDIDATE,CANDIDATE,0.479,0,0,0,0,27.2497521
6919,2161623,K06094.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.283466438
6920,2707097,K06095.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.692807507
6921,2719873,K06096.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.27929077
6922,8158127,K01015.03,,CANDIDATE,CANDIDATE,0.705,0,0,0,0,16.9972894
6923,2852810,K06097.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,93.05654364
6924,2852810,K06097.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,88.433122
6925,2852810,K06097.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,282.34315
6926,8590780,K06183.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.326946311
6927,8613338,K06184.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,527.29093
6928,8646141,K06185.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,168.858303
6929,8702921,K06187.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.38444245
6930,8822421,K06188.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,1.645319649
6931,8984706,K06190.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.13540105
6932,4247807,K03748.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.02487934
6933,4472818,K03878.02,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,15.3573445
6934,8030339,K03954.02,Kepler-1534 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.71668787
6935,8037145,K00520.04,Kepler-176 e,CONFIRMED,CANDIDATE,0.905,0,0,0,0,51.1658019
6936,5471059,K03956.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4249559
6937,5471675,K04000.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,12.427135
6938,8934103,K04009.02,,CANDIDATE,CANDIDATE,0.93,0,0,0,0,77.792718
6939,9551430,K04030.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,163.5148985
6940,3530668,K05986.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,1,0,0,1.946198513
6941,3532985,K05987.01,,FALSE POSITIVE,FALSE POSITIVE,0.049,0,1,0,0,5.288547653
6942,10718726,K00600.02,,CANDIDATE,CANDIDATE,,0,0,0,0,294.055263
6943,3831911,K05988.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,30.4838006
6944,3852258,K05989.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,5.7584367
6945,3869326,K05991.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.58599537
6946,3971315,K05992.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,9.892240848
6947,2852810,K06097.04,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,126.505657
6948,2997455,K06098.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.129848432
6949,3003991,K06099.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.244778994
6950,3003991,K06099.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,110.1552727
6951,3229028,K06100.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.730964241
6952,3230787,K06101.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.73402024
6953,5956656,K01053.02,,CANDIDATE,CANDIDATE,0.908,0,0,0,0,46.245164
6954,9093086,K06191.01,,CANDIDATE,CANDIDATE,0.69,0,0,0,0,9.7043379
6955,9015738,K01616.02,,CANDIDATE,CANDIDATE,,0,0,0,0,34.775371
6956,9093086,K06191.02,,CANDIDATE,CANDIDATE,0.737,0,0,0,0,12.7713826
6957,9101400,K06192.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.829019343
6958,9119652,K06193.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.1080999
6959,9145861,K06194.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,215.778765
6960,9153823,K06195.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,1.444486083
6961,7100673,K04032.03,Kepler-1542 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,5.99273265
6962,7100673,K04032.04,Kepler-1542 e,CONFIRMED,CANDIDATE,1,0,0,0,0,5.10110666
6963,10089911,K04034.02,,FALSE POSITIVE,FALSE POSITIVE,0.216,1,0,0,0,11.6089351
6964,4150496,K04046.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,94.22498
6965,3747817,K04103.02,,CANDIDATE,CANDIDATE,0.868,0,0,0,0,14.2378417
6966,6129694,K04131.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,241.0122
6967,8162789,K00521.02,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,10.8206034
6968,9899315,K04181.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,164.689421
6969,4037428,K05993.01,,FALSE POSITIVE,FALSE POSITIVE,0.292,0,1,0,0,4.264729569
6970,4049124,K05994.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.804469712
6971,4275328,K05995.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,6.150529292
6972,5613330,K00649.02,,CANDIDATE,CANDIDATE,0.616,0,0,0,0,10.2090268
6973,5036966,K05998.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,62.7356439
6974,5254230,K05999.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,7.035518449
6975,3545840,K06102.01,,CANDIDATE,CANDIDATE,,0,0,0,0,54.2916336
6976,3634051,K06103.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,453.54212
6977,3634051,K06103.02,,CANDIDATE,CANDIDATE,0.755,0,0,0,0,122.8054416
6978,3761319,K06104.01,,CANDIDATE,CANDIDATE,0.228,0,0,0,0,16.2480865
6979,3761319,K06104.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,466.9407
6980,3762553,K06105.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,289.788624
6981,3965879,K06106.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,55.00402906
6982,4035675,K06107.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.873657901
6983,9282687,K06196.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.680425996
6984,9289960,K06197.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.53345831
6985,9291629,K06198.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,20.6864602
6986,9304842,K06199.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,131.68018
6987,6975129,K01628.03,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,37.8404232
6988,9304923,K06200.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,200.762693
6989,9389245,K06202.01,,CANDIDATE,CANDIDATE,,0,0,0,0,47.25643291
6990,9828127,K04192.02,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,32.0273169
6991,5177859,K04246.02,,CANDIDATE,CANDIDATE,0.98,0,0,0,0,8.75630628
6992,11081504,K04287.02,,CANDIDATE,CANDIDATE,1,0,0,0,0,9.6183111
6993,5385410,K04323.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4250319
6994,8110757,K07865.01,,CANDIDATE,CANDIDATE,0.975,0,1,0,0,0.518060209
6995,8278685,K04435.02,,CANDIDATE,CANDIDATE,,0,0,0,0,17.8693759
6996,5511659,K04541.02,,CANDIDATE,CANDIDATE,0.629,0,0,0,0,17.236085
6997,5385139,K06000.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,12.4297161
6998,5385150,K06001.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4288476
6999,5385269,K06002.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4258252
7000,5385509,K06003.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4257907
7001,5385566,K06004.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4253356
7002,5385773,K06005.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4254201
7003,5386163,K06006.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.424995
7004,4139254,K06108.01,,CANDIDATE,CANDIDATE,,0,0,0,0,485.92297
7005,4144236,K06109.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,22.9134463
7006,10141900,K01082.04,,CANDIDATE,CANDIDATE,0.8,0,0,0,0,9.6550473
7007,4144236,K06109.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,10.0046881
7008,4150701,K06110.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,8.65315602
7009,4255944,K06111.01,,CANDIDATE,CANDIDATE,,0,0,0,0,228.65412
7010,9394605,K06203.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.87683182
7011,9471755,K06204.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.953734449
7012,9479460,K06205.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.073873563
7013,9549472,K06206.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,15.71378722
7014,9576197,K06207.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.964440392
7015,8110758,K07866.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.518071538
7016,9579860,K06208.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.151214629
7017,9655711,K06209.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,12.7143635
7018,5856571,K01839.02,,CANDIDATE,CANDIDATE,0.985,0,0,0,0,80.4103783
7019,8222395,K07873.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,1.93188768
7020,5796186,K00651.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,320.1847186
7021,5471068,K06008.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.426469
7022,5471192,K06009.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4262889
7023,5471769,K06011.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4255705
7024,5471770,K06012.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.426173
7025,5556804,K06013.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4244306
7026,5597970,K06014.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.71738328
7027,4459068,K06114.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,24.9559985
7028,8107150,K07863.01,,CANDIDATE,CANDIDATE,0.691,0,0,0,0,5.2449156
7029,4547480,K06116.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.426942241
7030,4739229,K06118.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,571.280892
7031,4739229,K06118.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.66185924
7032,8620565,K01250.02,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,1.213672208
7033,4742420,K06120.01,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,90.097375
7034,9655711,K06209.02,,CANDIDATE,CANDIDATE,0.612,0,0,0,0,7.72966941
7035,9727765,K06210.01,,CANDIDATE,CANDIDATE,,0,0,0,0,51.85656556
7036,9767392,K06211.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.457256942
7037,9774400,K06212.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.81824842
7038,9839081,K06213.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.559236603
7039,9974142,K06214.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,281.35877
7040,9974142,K06214.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,154.536881
7041,10163066,K06215.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,462.12345
7042,9008103,K03283.03,,CANDIDATE,CANDIDATE,,0,0,0,0,87.707513
7043,8780959,K03741.03,Kepler-1518 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,5.1117547
7044,7429287,K04260.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,101.889228
7045,11296045,K04396.04,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,437.5158614
7046,6592335,K04777.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,48.5023669
7047,5951416,K04781.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,524.14139
7048,5769810,K04913.02,,FALSE POSITIVE,FALSE POSITIVE,0.301,1,0,0,0,8.97377221
7049,5643492,K06015.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,41.86539723
7050,5795648,K06016.01,,CANDIDATE,CANDIDATE,0.802,0,1,0,0,4.553370029
7051,5961350,K06017.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.262652179
7052,10340423,K00736.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,345.9820728
7053,5979863,K06018.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,16.6218534
7054,6117415,K06019.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.74161604
7055,6128027,K06020.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.455766383
7056,6146418,K06021.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,22.44620704
7057,4742420,K06120.02,,CANDIDATE,CANDIDATE,,0,0,0,0,205.41415
7058,4826439,K06121.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.237147407
7059,4990977,K06123.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.649026189
7060,5034333,K06124.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.932281325
7061,5039441,K06125.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,2.151384476
7062,8231299,K07874.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.562273947
7063,5121173,K06126.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,17.4352218
7064,5306984,K06127.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,114.271739
7065,10198662,K06216.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,26.40805532
7066,10198662,K06216.02,,CANDIDATE,CANDIDATE,,0,0,0,0,46.07931317
7067,4157325,K01860.04,,FALSE POSITIVE,FALSE POSITIVE,0.085,0,0,1,0,24.8434837
7068,10200627,K06217.01,,CANDIDATE,CANDIDATE,0.956,0,0,0,0,7.7016694
7069,10219361,K06218.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,117.634213
7070,10228942,K06219.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,21.02544702
7071,10341878,K06220.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.933753371
7072,10357831,K06221.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.72153588
7073,8332521,K04567.02,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,4.67250377
7074,6150977,K06022.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.765621941
7075,6182019,K06023.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,3.664964374
7076,6209347,K06025.01,,FALSE POSITIVE,FALSE POSITIVE,0.034,0,1,0,0,2.136577151
7077,6268722,K06026.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,0,1,0,0,2.638432816
7078,6301030,K06027.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,11.99100036
7079,10480982,K00744.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.03746414
7080,6606934,K06028.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,37.80694072
7081,10964440,K01310.02,,CANDIDATE,CANDIDATE,0.913,0,0,0,0,144.688915
7082,5385548,K06128.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.42555055
7083,5428657,K06130.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,1.54287434
7084,5471617,K06131.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,12.4237327
7085,5471617,K06131.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,94.38163
7086,5629353,K06132.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,33.3200908
7087,5629353,K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.5844241
7088,10363233,K06222.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,210.899577
7089,10385682,K06223.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.103730697
7090,10414727,K06224.01,,CANDIDATE,CANDIDATE,,0,0,0,0,91.20573037
7091,10414727,K06224.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,253.40538
7092,10483644,K06225.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.110771787
7093,4736569,K01996.02,,CANDIDATE,CANDIDATE,0.95,0,0,0,0,7.07394528
7094,10601549,K06226.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,1.463773705
7095,10614158,K06227.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,4.46255312
7096,8505215,K00099.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,79.87804945
7097,10662202,K00750.03,,CANDIDATE,CANDIDATE,0.929,0,0,0,0,14.516741
7098,9008103,K03283.02,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,20.5718107
7099,6614926,K06029.01,,FALSE POSITIVE,FALSE POSITIVE,0.019,0,1,0,0,3.026764871
7100,6628237,K06030.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,3.840130917
7101,6934587,K06032.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.570919281
7102,7219906,K06033.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,35.08976902
7103,7257373,K06034.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.233450136
7104,7295570,K06035.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.6037011
7105,7362852,K06036.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.518356021
7106,5629353,K06132.03,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,11.867172
7107,5641294,K06133.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.6160943
7108,5738698,K06134.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.404386969
7109,5768927,K06135.01,,FALSE POSITIVE,FALSE POSITIVE,0.021,0,1,0,0,4.390513938
7110,5814635,K06136.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.86963822
7111,5816144,K06137.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7.384681
7112,10717220,K06228.01,Kepler-1644 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.0907909
7113,10728219,K06229.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.371796653
7114,10735988,K06230.01,,CANDIDATE,CANDIDATE,0.644,0,1,0,0,1.927177921
7115,8112324,K07867.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.575925434
7116,10971944,K06231.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,496.17566
7117,10973583,K06232.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.256352128
7118,11099351,K06234.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.37795507
7119,11147460,K06235.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.053866175
7120,10662202,K00750.04,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,36.5521313
7121,11607193,K00983.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,5.177577252
